Degree,Iteration,No Vector Time,Implicit Time,Intrinsic Time,Intrinsic aligned,LGA,LGAS
1024,128,0.0607948,0.0683264,0.0640144,0.0528401,0.0295838,0.0303242
1024,256,0.120375,0.144818,0.133105,0.103698,0.0588861,0.0596783
1024,512,0.248604,0.278318,0.260062,0.216909,0.120994,0.128932
1024,1024,0.4961,0.515951,0.510713,0.414595,0.234368,0.227416
1024,2048,0.890902,0.989316,1.01275,0.775959,0.442382,0.438705
1024,4096,1.77696,1.96437,1.93109,1.5675,0.886147,0.866076
1024,8192,3.5572,3.89531,3.81506,3.09811,1.77173,1.76505
1024,16384,7.15997,7.85459,7.71472,6.25921,3.54101,3.5489
1024,32768,14.2393,15.5886,15.2548,12.3889,7.08339,7.14393
1024,65536,28.5093,31.4107,30.8348,25.0491,14.1668,14.1484
1024,131072,56.9284,62.2396,61.1984,49.5553,28.3329,28.4577
1024,262144,113.862,125.636,123.436,100.199,57.0156,56.5318
1024,524288,227.732,249.268,244.056,198.226,113.323,113.953
1024,1048576,455.473,502.531,493.93,400.7,226.678,225.328
1024,2097152,911.019,996.697,976.235,793,453.314,454.877
1024,4194304,1821.89,2010.2,1976.37,1603.35,906.679,903.01
1024,8388608,3643.79,3988.21,4139.37,3173.2,1813.24,1822.51
1024,16777216,7287.77,8041.09,7894.31,6412.53,3626.86,3608.72
2048,64,0.0604526,0.067961,0.0670018,0.0523249,0.0293394,0.0281466
2048,128,0.124208,0.134987,0.131216,0.107264,0.060241,0.0608597
2048,256,0.250215,0.270178,0.260867,0.213602,0.123585,0.12211
2048,512,0.445373,0.50933,0.511739,0.447121,0.255045,0.237462
2048,1024,0.886049,0.966471,1.01603,0.830462,0.44461,0.48994
2048,2048,1.77709,1.92867,1.91985,1.56895,0.881722,0.892827
2048,4096,3.52574,3.85965,3.82762,3.1339,1.76253,1.76195
2048,8192,7.06126,7.69484,7.6747,6.27686,3.52347,3.39346
2048,16384,14.0825,15.4485,15.3023,12.5262,7.04237,7.0914
2048,32768,28.2535,30.7757,30.6853,25.1052,14.0966,13.7531
2048,65536,56.3967,61.7932,61.2112,50.1508,28.1882,28.3681
2048,131072,112.996,123.12,122.764,100.44,56.3706,55.8125
2048,262144,225.389,247.197,244.966,200.486,112.74,113.748
2048,524288,451.984,492.468,533.622,425.769,238.889,235.165
2048,1048576,901.418,988.802,979.737,801.733,450.99,455.344
2048,2097152,1808.84,1969.67,1967.95,1702.19,953.358,939.523
2048,4194304,3605.62,3954.92,3921.87,3207.5,1804.33,1818.27
2048,8388608,7235.07,7878.66,7912.83,6569.76,3681.12,3547.02
2048,16777216,14423.3,15819.8,16123.8,13272.6,7216.93,7278.09
4096,64,0.125273,0.136031,0.129961,0.109271,0.0567316,0.0579579
4096,128,0.251412,0.277485,0.259912,0.220835,0.121007,0.114635
4096,256,0.491733,0.54405,0.515149,0.424084,0.231625,0.225719
4096,512,0.910798,0.970538,1.07665,0.80558,0.448809,0.442767
4096,1024,1.79082,1.94579,1.93192,1.59116,0.877542,0.88492
4096,2048,3.62827,3.87646,3.98844,3.22508,1.68653,1.76722
4096,4096,7.13446,7.75934,7.7214,6.34193,3.50674,3.52741
4096,8192,14.5126,15.4894,15.9408,12.9028,6.67839,7.06795
4096,16384,28.5024,31.0242,30.8891,25.4558,14.0265,14.1277
4096,32768,58.0412,61.9595,63.7983,51.6035,26.7309,28.0431
4096,65536,113.976,124.086,123.546,101.471,56.1214,56.8081
4096,131072,232.526,247.923,255.518,206.438,105.887,112.838
4096,262144,456.361,496.459,494.246,405.549,224.382,226.426
4096,524288,928.718,991.359,1078.9,825.815,423.48,444.308
4096,1048576,1824.22,1985.88,1977.08,1623.22,897.764,989.437
4096,2097152,3748.98,3962.76,4080.22,3603.26,1695.89,1780.69
4096,4194304,7295.22,7943.27,8054.92,6497.76,3804.35,3630.6
4096,8388608,14997.5,15846.9,16711.9,13596.8,6772.44,7087.43
4096,16777216,29183.9,31772.6,31766.8,26442.3,14607.2,14745.9
8192,64,0.232629,0.262571,0.269167,0.229737,0.125747,0.126602
8192,128,0.47115,0.502395,0.532728,0.457864,0.252912,0.25789
8192,256,0.901708,1.0008,1.123,0.916749,0.509007,0.506812
8192,512,1.80249,1.94183,2.13065,1.82717,1.01367,1.00889
8192,1024,3.59213,3.88204,4.22373,3.66545,2.02991,2.01811
8192,2048,7.19223,7.76229,8.51489,7.35401,4.0572,4.03311
8192,4096,14.3757,15.5177,17.0081,14.631,8.12526,8.0668
8192,8192,28.756,31.0359,33.9876,29.3134,16.2558,16.1311
8192,16384,57.4865,62.0663,67.9117,58.4974,32.4329,32.2871
8192,32768,114.971,124.12,136.172,117.263,64.7169,64.6604
8192,65536,229.938,248.242,272.553,233.544,129.251,129.476
8192,131072,459.842,496.469,544.607,466.783,258.233,257.876
8192,262144,919.852,993.115,1089.45,947.985,547.363,546.65
8192,524288,1839.53,1986.07,2179.06,1867.09,1033.78,1031.44
8192,1048576,3679.1,3972.09,4358,3972.99,2188.91,2063.21
8192,2097152,7357.69,7944.26,8766.2,7483.92,4134.83,4133.61
8192,4194304,14716.4,15887.4,17437.6,15279.1,8272.64,8337.47
8192,8388608,29432.4,31776,34859,30280.7,16880.2,16533.4
8192,16777216,58864.4,63551.2,70433.5,60432.6,33611.1,33404.9
16384,64,0.449079,0.503431,0.539197,0.460379,0.256017,0.251929
16384,128,0.912421,0.972312,1.09116,0.921384,0.510828,0.514326
16384,256,1.80304,1.94445,2.15784,1.83506,1.01015,1.00783
16384,512,3.594,3.88933,4.3518,3.67837,2.02729,2.01367
16384,1024,7.28608,7.76166,9.33524,7.8056,4.33834,4.32652
16384,2048,14.959,15.5285,18.0587,14.7039,8.36255,8.40043
16384,4096,29.4401,31.0475,35.5412,29.4243,16.5347,16.5303
16384,8192,57.5027,62.0443,69.0401,58.6095,32.2163,32.2447
16384,16384,115.058,124.109,139.359,117.146,64.4128,64.4594
16384,32768,229.999,248.188,275.819,234.548,128.532,129
16384,65536,466.383,496.57,557.63,468.473,259.982,261.864
16384,131072,944.102,993.542,1138.37,940.429,534.759,562.357
16384,262144,1840.42,1985.58,2224.67,1878.98,1031.49,1031.99
16384,524288,3729.77,3972.9,4522.13,3780.88,2086,2091.03
16384,1048576,7455.45,7944.76,9497.3,7511.83,4175.6,4181.57
16384,2097152,15063.8,15896.6,18185.6,15066,8820.09,8717.17
16384,4194304,29424.5,31770,35296.6,30141.6,16696.6,16608.9
16384,8388608,60409.6,63571.7,74277,60633.7,34354.8,34115.8
16384,16777216,117695,127017,142621,121559,66658.7,66560.7
32768,64,0.930712,0.98307,1.05687,0.894517,0.487172,0.484492
32768,128,1.84707,1.94339,2.16381,1.83245,1.01622,1.02371
32768,256,3.61315,3.88523,4.28262,3.64834,2.01378,2.01388
32768,512,7.2571,7.75729,8.69123,7.3573,4.05787,4.05367
32768,1024,14.5153,15.5069,17.1217,14.626,8.10312,8.12219
32768,2048,29.0417,31.0075,34.2488,29.3295,16.2139,16.2248
32768,4096,58.0993,62.0254,68.5095,58.4506,32.4264,32.4565
32768,8192,116.972,124.073,141.032,117.389,65.2452,65.3977
32768,16384,235.374,248.184,280.515,234.417,131.343,131.589
32768,32768,467.667,496.294,559.377,468.622,260.957,261.568
32768,65536,933.322,992.463,1109.54,960.914,551.094,522.934
32768,131072,1883.1,1985.8,2239.61,1880.75,1050.68,1053.71
32768,262144,3791.15,3971.54,4505.98,3826.38,2113.87,2121.42
32768,524288,7434.09,7938.33,8799.51,7565.69,4373.18,4155.55
32768,1048576,14962.9,15880.7,18051.7,15003.1,8360.48,8598.57
32768,2097152,29721.7,31752,34890.3,29971.9,16848.2,16626.6
32768,4194304,59181.5,63500.7,71954.6,61121.9,33273.4,33139.3
32768,8388608,118854,127024,142435,121834,66877.6,67123.7
